# participant=ALEX
# started=2026-07-16T07:00:04.834Z
Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,dB,Event
2026-07-16T07:00:04.946Z,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-120.0,
2026-07-16T07:00:04.946Z,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-120.0,
2026-07-16T07:00:04.946Z,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-120.0,
2026-07-16T07:00:05.295Z,-0.1864,-0.8724,0.4493,-0.0662,-0.0024,-0.0084,-120.0,
2026-07-16T07:00:05.953Z,-0.1864,-0.8724,0.4493,-0.0662,-0.0024,-0.0084,-59.3,
2026-07-16T07:00:06.970Z,-0.2029,-0.8785,0.4192,-0.0143,0.0382,0.0136,-60.0,
2026-07-16T07:00:07.987Z,-0.7915,-0.5597,-0.6137,-1.8839,1.4896,2.6088,-43.3,
2026-07-16T07:00:09.004Z,-0.0994,-0.1260,-0.9920,-0.0343,0.0126,-0.0215,-65.5,
2026-07-16T07:00:10.021Z,-0.0867,-0.1400,-0.9844,-0.0153,-0.0040,0.0049,-47.4,
2026-07-16T07:00:11.038Z,-0.0812,-0.1418,-0.9830,0.0009,0.0231,-0.0097,-40.9,
2026-07-16T07:00:12.054Z,-0.0992,-0.1514,-0.9834,0.0135,0.0231,-0.0080,-36.9,
2026-07-16T07:00:13.071Z,-0.0871,-0.1448,-0.9812,-0.0032,0.0057,-0.0110,-51.1,
2026-07-16T07:00:14.087Z,-0.0901,-0.1460,-0.9815,0.0468,0.0133,-0.0379,-46.0,
2026-07-16T07:00:15.104Z,0.2516,-0.6164,0.2124,2.4678,-2.0185,3.9910,-38.0,
2026-07-16T07:00:16.121Z,0.4770,-0.7885,-0.0220,1.5577,0.8882,-3.4626,-31.3,
2026-07-16T07:00:17.138Z,0.9996,-0.3906,-0.2449,1.1764,-1.4898,-0.7329,-41.3,
